"Date","Price","Open","High","Low","Change %"
"Aug 16, 1983","6.2890","6.2890","6.2890","6.2890","0.08%"
"Aug 15, 1983","6.2841","6.2841","6.2841","6.2841","0.28%"
"Aug 12, 1983","6.2667","6.2667","6.2667","6.2667","0.03%"
"Aug 11, 1983","6.2647","6.2647","6.2647","6.2647","-0.47%"
"Aug 10, 1983","6.2945","6.2945","6.2945","6.2945","-0.32%"
"Aug 09, 1983","6.3144","6.3144","6.3144","6.3144","0.07%"
"Aug 08, 1983","6.3100","6.3100","6.3100","6.3100","-0.01%"
"Aug 05, 1983","6.3105","6.3105","6.3105","6.3105","-0.71%"
"Aug 04, 1983","6.3557","6.3557","6.3557","6.3557","0.41%"
"Aug 03, 1983","6.3297","6.3297","6.3297","6.3297","0.23%"
"Aug 02, 1983","6.3152","6.3152","6.3152","6.3152","-0.45%"
"Aug 01, 1983","6.3439","6.3439","6.3439","6.3439","0.31%"
"Jul 29, 1983","6.3245","6.3245","6.3245","6.3245","-0.47%"
"Jul 28, 1983","6.3545","6.3545","6.3545","6.3545","-0.24%"
"Jul 27, 1983","6.3701","6.3701","6.3701","6.3701","-0.38%"
"Jul 26, 1983","6.3942","6.3942","6.3942","6.3942","0.25%"
"Jul 25, 1983","6.3783","6.3783","6.3783","6.3783","-0.44%"
"Jul 22, 1983","6.4064","6.4064","6.4064","6.4064","-0.17%"
"Jul 21, 1983","6.4173","6.4173","6.4173","6.4173","0.01%"
"Jul 20, 1983","6.4167","6.4167","6.4167","6.4167","0.34%"
"Jul 19, 1983","6.3947","6.3947","6.3947","6.3947","-0.14%"
"Jul 18, 1983","6.4034","6.4034","6.4034","6.4034","0.25%"
"Jul 15, 1983","6.3873","6.3873","6.3873","6.3873","-0.20%"
"Jul 14, 1983","6.4002","6.4002","6.4002","6.4002","0.05%"
"Jul 13, 1983","6.3970","6.3970","6.3970","6.3970","-0.01%"
"Jul 12, 1983","6.3976","6.3976","6.3976","6.3976","-0.18%"
"Jul 11, 1983","6.4094","6.4094","6.4094","6.4094","-0.15%"
"Jul 08, 1983","6.4189","6.4189","6.4189","6.4189","-0.19%"
"Jul 07, 1983","6.4313","6.4313","6.4313","6.4313","-0.12%"
"Jul 06, 1983","6.4392","6.4392","6.4392","6.4392","-0.06%"
"Jul 05, 1983","6.4430","6.4430","6.4430","6.4430","-0.82%"
"Jul 01, 1983","6.4962","6.4962","6.4962","6.4962","-0.05%"
"Jun 30, 1983","6.4993","6.4993","6.4993","6.4993","0.09%"
"Jun 29, 1983","6.4933","6.4933","6.4933","6.4933","0.24%"
"Jun 28, 1983","6.4779","6.4779","6.4779","6.4779","-0.78%"
"Jun 27, 1983","6.5288","6.5288","6.5288","6.5288","0.01%"
"Jun 24, 1983","6.5282","6.5282","6.5282","6.5282","-0.14%"
"Jun 23, 1983","6.5371","6.5371","6.5371","6.5371","0.44%"
"Jun 22, 1983","6.5085","6.5085","6.5085","6.5085","0.10%"
"Jun 21, 1983","6.5022","6.5022","6.5022","6.5022","0.05%"
"Jun 20, 1983","6.4987","6.4987","6.4987","6.4987","0.16%"
"Jun 17, 1983","6.4882","6.4882","6.4882","6.4882","0.27%"
"Jun 16, 1983","6.4706","6.4706","6.4706","6.4706","0.36%"
"Jun 15, 1983","6.4471","6.4471","6.4471","6.4471","0.16%"
"Jun 14, 1983","6.4369","6.4369","6.4369","6.4369","-0.58%"
"Jun 13, 1983","6.4747","6.4747","6.4747","6.4747","0.41%"
"Jun 10, 1983","6.4483","6.4483","6.4483","6.4483","0.08%"
"Jun 09, 1983","6.4434","6.4434","6.4434","6.4434","0.48%"
"Jun 08, 1983","6.4127","6.4127","6.4127","6.4127","0.06%"
"Jun 07, 1983","6.4089","6.4089","6.4089","6.4089","0.18%"
"Jun 06, 1983","6.3971","6.3971","6.3971","6.3971","-0.60%"
"Jun 03, 1983","6.4360","6.4360","6.4360","6.4360","0.28%"
"Jun 02, 1983","6.4178","6.4178","6.4178","6.4178","0.24%"
"Jun 01, 1983","6.4026","6.4026","6.4026","6.4026","-0.55%"
"May 31, 1983","6.4381","6.4381","6.4381","6.4381","-0.45%"
"May 27, 1983","6.4669","6.4669","6.4669","6.4669","-0.52%"
"May 26, 1983","6.5008","6.5008","6.5008","6.5008","-0.21%"
"May 25, 1983","6.5143","6.5143","6.5143","6.5143","-0.14%"
"May 24, 1983","6.5235","6.5235","6.5235","6.5235","0.18%"
"May 23, 1983","6.5115","6.5115","6.5115","6.5115","-0.44%"
"May 20, 1983","6.5403","6.5403","6.5403","6.5403","-0.16%"
"May 19, 1983","6.5510","6.5510","6.5510","6.5510","-0.32%"
"May 18, 1983","6.5723","6.5723","6.5723","6.5723","0.52%"
"May 17, 1983","6.5384","6.5384","6.5384","6.5384","-0.12%"
"May 16, 1983","6.5465","6.5465","6.5465","6.5465","-0.07%"
"May 13, 1983","6.5512","6.5512","6.5512","6.5512","-0.40%"
"May 12, 1983","6.5777","6.5777","6.5777","6.5777","0.05%"
"May 11, 1983","6.5744","6.5744","6.5744","6.5744","0.21%"
"May 10, 1983","6.5608","6.5608","6.5608","6.5608","-0.09%"
"May 09, 1983","6.5669","6.5669","6.5669","6.5669","-0.29%"
"May 06, 1983","6.5860","6.5860","6.5860","6.5860","0.12%"
"May 05, 1983","6.5783","6.5783","6.5783","6.5783","0.01%"
"May 04, 1983","6.5777","6.5777","6.5777","6.5777","-0.03%"
"May 03, 1983","6.5794","6.5794","6.5794","6.5794","0.17%"
"Apr 29, 1983","6.5685","6.5685","6.5685","6.5685","0.40%"
"Apr 28, 1983","6.5425","6.5425","6.5425","6.5425","-0.25%"
"Apr 27, 1983","6.5590","6.5590","6.5590","6.5590","-0.35%"
"Apr 26, 1983","6.5819","6.5819","6.5819","6.5819","-0.73%"
"Apr 25, 1983","6.6302","6.6302","6.6302","6.6302","0.40%"
"Apr 22, 1983","6.6039","6.6039","6.6039","6.6039","-0.09%"
"Apr 21, 1983","6.6098","6.6098","6.6098","6.6098","0.08%"
"Apr 20, 1983","6.6045","6.6045","6.6045","6.6045","-0.07%"
"Apr 19, 1983","6.6091","6.6091","6.6091","6.6091","-0.15%"
"Apr 18, 1983","6.6190","6.6190","6.6190","6.6190","-0.36%"
"Apr 15, 1983","6.6427","6.6427","6.6427","6.6427","-0.10%"
"Apr 14, 1983","6.6495","6.6495","6.6495","6.6495","-0.27%"
"Apr 13, 1983","6.6676","6.6676","6.6676","6.6676","-0.41%"
"Apr 12, 1983","6.6953","6.6953","6.6953","6.6953","-0.34%"
"Apr 11, 1983","6.7181","6.7181","6.7181","6.7181","0.29%"
"Apr 08, 1983","6.6987","6.6987","6.6987","6.6987","0.03%"
"Apr 07, 1983","6.6964","6.6964","6.6964","6.6964","-0.19%"
"Apr 06, 1983","6.7090","6.7090","6.7090","6.7090","0.22%"
"Apr 05, 1983","6.6942","6.6942","6.6942","6.6942","-0.77%"
"Mar 31, 1983","6.7464","6.7464","6.7464","6.7464","0.01%"
"Mar 30, 1983","6.7460","6.7460","6.7460","6.7460","0.07%"
"Mar 29, 1983","6.7413","6.7413","6.7413","6.7413","0.05%"
"Mar 28, 1983","6.7376","6.7376","6.7376","6.7376","-0.41%"
"Mar 25, 1983","6.7655","6.7655","6.7655","6.7655","-0.43%"
"Mar 24, 1983","6.7944","6.7944","6.7944","6.7944","0.37%"
"Mar 23, 1983","6.7694","6.7694","6.7694","6.7694","-0.06%"
"Mar 22, 1983","6.7734","6.7734","6.7734","6.7734","-0.54%"
"Mar 21, 1983","6.8099","6.8099","6.8099","6.8099","-0.82%"
"Mar 18, 1983","6.8665","6.8665","6.8665","6.8665","-0.23%"
"Mar 17, 1983","6.8826","6.8826","6.8826","6.8826","0.25%"
"Mar 16, 1983","6.8655","6.8655","6.8655","6.8655","-1.01%"
"Mar 15, 1983","6.9352","6.9352","6.9352","6.9352","-0.25%"
"Mar 14, 1983","6.9524","6.9524","6.9524","6.9524","0.72%"
"Mar 11, 1983","6.9030","6.9030","6.9030","6.9030","0.31%"
"Mar 10, 1983","6.8815","6.8815","6.8815","6.8815","-0.00%"
"Mar 09, 1983","6.8818","6.8818","6.8818","6.8818","-0.09%"
"Mar 08, 1983","6.8880","6.8880","6.8880","6.8880","0.22%"
"Mar 07, 1983","6.8729","6.8729","6.8729","6.8729","0.61%"
"Mar 04, 1983","6.8313","6.8313","6.8313","6.8313","0.04%"
"Mar 03, 1983","6.8285","6.8285","6.8285","6.8285","0.00%"
"Mar 02, 1983","6.8285","6.8285","6.8285","6.8285","0.18%"
"Mar 01, 1983","6.8164","6.8164","6.8164","6.8164","-0.18%"
"Feb 28, 1983","6.8285","6.8285","6.8285","6.8285","-0.25%"
"Feb 25, 1983","6.8455","6.8455","6.8455","6.8455","-0.26%"
